,valence,energy,acousticness,song_name,mood
18239,0.46199999999999997,0.22799999999999998,0.0242,I See You,Happy
5393,0.4,0.20499999999999996,0.206,killin’ time,Happy
8532,0.367,0.1459999999999999,0.0418,HEAVY HITTER,Happy
12515,0.29000000000000004,0.11199999999999999,0.171,Here (In Your Arms),Happy
16664,0.2559999999999999,0.124,0.182,Gum Body (feat. Jorja Smith),Happy
17562,0.43999999999999995,0.22799999999999998,0.0124,Sweat (A La La La La Long),Happy
1828,0.08200000000000007,0.0030000000000000027,0.0446,Hellcat,Happy
18785,0.22499999999999998,0.09999999999999998,0.266,Colossus,Happy
1751,0.136,0.02300000000000002,0.162,Call Me,Happy
4979,0.2490000000000001,0.08700000000000008,0.209,Break Shit,Happy
19987,0.38,0.17299999999999993,0.373,Peach Fuzz,Happy
10261,0.25,0.135,0.451,RUSH,Happy
20154,0.382,0.14,0.0348,The Brightside,Happy
9127,0.406,0.21900000000000008,0.0288,1997 DIANA,Happy
14007,0.19099999999999995,0.0,0.0708,Jij En Ik,Happy
19521,0.273,0.08899999999999997,0.0239,Role Model,Happy
18440,0.25,0.040000000000000036,0.037,Señorita,Happy
6951,0.10999999999999999,0.052000000000000046,0.26,Kidulthood,Happy
9188,0.3640000000000001,0.028000000000000025,0.471,Play Wit It,Happy
14779,0.402,0.19200000000000006,0.465,STAND,Happy
12243,0.21999999999999997,0.03700000000000003,0.127,Offit,Happy
5259,0.29799999999999993,0.08599999999999997,0.0547,Walk (Remix),Happy
15739,0.246,0.0030000000000000027,0.375,Oh Okay,Happy
17511,0.31700000000000006,0.121,0.0667,Baby Boy (feat. Beyoncé ),Happy
11881,0.3390000000000001,0.474,0.0118,Lost but Everywhere,Delighted
19457,0.19900000000000007,0.21299999999999997,0.0075,Nuthin' but a G'thang,Delighted
18508,0.395,0.31299999999999994,0.349,21 Questions,Delighted
6676,0.2829999999999999,0.403,0.0298,Me Ne Shalto,Delighted
19993,0.18400000000000005,0.11199999999999999,0.308,Potato Salad,Delighted
18848,0.44699999999999995,0.41400000000000003,0.0626,Otha Fish,Delighted
4805,0.128,0.16299999999999992,0.00698,Boofpack,Delighted
12628,0.403,0.387,0.000242,1985,Delighted
9749,0.19999999999999996,0.25,0.282,2HONEST feat. SAINt JHN,Delighted
5044,0.118,0.17900000000000005,0.0757,Meditate (feat. J.I.D.),Delighted
16817,0.18799999999999994,0.248,0.0888,Can't Explain It (feat. Charlie Wilson),Delighted
2773,0.273,0.269,0.088,Chronos,Delighted
15696,0.19499999999999995,0.15799999999999992,0.207,Realist In It (feat. Gucci Mane & Offset),Delighted
21139,0.18500000000000005,0.16000000000000003,0.516,I Declare War,Delighted
15219,0.1459999999999999,0.1509999999999999,0.000739,Backseat Freestyle,Delighted
19574,0.30299999999999994,0.19900000000000007,0.111,Where Is The Love?,Delighted
9216,0.15599999999999992,0.21599999999999997,0.174,Chief Rocka,Delighted
4776,0.42300000000000004,0.34299999999999997,0.0419,Catch Thirtythree,Delighted
13796,0.20499999999999996,0.33299999999999996,0.0078099999999999,Songs I Can't Listen To,Delighted
13009,0.2509999999999999,0.39,0.00509,Just the Girl,Delighted
21488,0.28400000000000003,0.366,0.106,Get In My Car,Delighted
2379,0.3370000000000001,0.42600000000000005,0.00916,Eyes,Delighted
5250,0.17500000000000004,0.20200000000000007,0.296,6locc 6a6y,Delighted
19260,0.19499999999999995,0.19799999999999995,0.0279,Gangsta Gangsta,Delighted
14376,0.118,0.08599999999999997,0.281,COOLER THAN A BITCH (feat. Roddy Ricch),Delighted
17645,0.3809999999999999,0.3690000000000001,0.000783,You Can Do It,Delighted
8353,0.253,0.19200000000000006,0.0668,Ride Wit Me,Delighted
19214,0.33799999999999997,0.351,0.0962,Bust A Move,Delighted
590,0.18099999999999994,0.16900000000000004,0.000775,BLOODY SHOES,Delighted
11657,0.127,0.12,0.526,Billy Boy,Delighted
13756,0.30599999999999994,0.406,6.409999999999999e-05,Take My Chances,Delighted
1756,0.138,0.21900000000000008,0.11,06 Burst,Delighted
14650,0.30500000000000005,0.275,0.0738,"West Coast (feat. Blueface, ALLBLACK & YG)",Delighted
8133,0.18500000000000005,0.20299999999999996,0.271,Trip On It,Delighted
16146,0.11699999999999999,0.17599999999999993,0.073,Shawty Get Loose (feat. Chris Brown & T-Pain),Delighted
21483,0.133,0.15500000000000003,0.00098,Deep Inside,Delighted
7026,0.16799999999999993,0.125,0.195,From The D To The A (feat. Lil Yachty),Delighted
16835,0.05600000000000005,0.07799999999999996,0.235,Let Me Love You,Delighted
19069,0.375,0.42000000000000004,0.0711,Me Myself And I,Delighted
20723,0.125,0.11599999999999999,0.00683,Who Dat Girl (feat. Akon),Delighted
8802,0.3420000000000001,0.33999999999999997,0.107,BYGPW (Colors),Delighted
284,0.31799999999999995,0.41000000000000003,0.114,ONCE UPON A TIME (FREESTYLE),Delighted
15051,0.27,0.2490000000000001,0.0838,Shotta Flow 5,Delighted
5742,0.238,0.30299999999999994,0.128,Kilos (feat. Aitch),Delighted
11010,0.31799999999999995,0.41000000000000003,0.114,ONCE UPON A TIME (FREESTYLE),Delighted
12072,0.08700000000000008,0.14500000000000002,0.122,Flow Like a Gun!,Delighted
18368,0.269,0.41800000000000004,0.000417,Part Of Me,Delighted
18802,0.06399999999999995,0.08299999999999996,0.239,Oldie,Delighted
14029,0.052000000000000046,0.03799999999999992,0.211,Wagwan,Delighted
15081,0.2559999999999999,0.22199999999999998,0.221,Mood (feat. iann dior),Delighted
19908,0.353,0.22799999999999998,0.235,That's That,Delighted
18044,0.46299999999999997,0.47,0.0644,Hey Ya! - Radio Mix,Delighted
9193,0.11299999999999999,0.121,0.0918,Freddy Krueger (feat. Tee Grizzley),Delighted
17788,0.22699999999999998,0.17299999999999993,0.48,Miss Independent,Delighted
8026,0.32200000000000006,0.366,0.0464,2 Of Americaz Most Wanted,Delighted
19744,0.07700000000000007,0.07899999999999996,0.2739999999999999,infinity (888) - feat. Joey Bada$$,Delighted
13803,0.23199999999999998,0.399,0.000931,Gypsy Woman,Delighted
9490,0.2809999999999999,0.35,0.0393,Ten Crack Commandments - 2014 Remaster,Delighted
21037,0.137,0.21299999999999997,0.296,Heaven Is a Journey (feat. Chrissy Hoskins),Delighted
13029,0.1459999999999999,0.237,0.0323,Disturbia (Rihanna cover),Delighted
16321,0.21400000000000008,0.20900000000000007,0.3339999999999999,Be on You (feat. Ne-Yo),Delighted
11794,0.3540000000000001,0.493,0.000278,"Peasants, Sheep.",Delighted
19084,0.14400000000000002,0.15700000000000003,0.119,Classic Man (feat. Kendrick Lamar) - Remix,Delighted
16035,0.21299999999999997,0.18299999999999994,0.522,Miss Independent,Delighted
10130,0.19400000000000006,0.19200000000000006,0.0893,VACATION,Delighted
16046,0.15200000000000002,0.20099999999999996,0.0298,Signs - Album Version (Edited),Delighted
9463,0.353,0.22499999999999998,0.0478,We Outside,Delighted
12503,0.32999999999999996,0.45899999999999996,0.000324,The Rock Show,Delighted
21434,0.2659999999999999,0.21999999999999997,0.0103,Gold Rush,Delighted
16804,0.18000000000000005,0.28200000000000003,0.204,Quit Lookin (feat. Candice),Delighted
8148,0.10499999999999998,0.06999999999999995,0.9,Fall In Love,Delighted
5419,0.14500000000000002,0.2440000000000001,0.268,Walk Em Down (feat. Roddy Ricch),Delighted
11540,0.24,0.361,0.183,Purple Ranger - Sippin' Donatello With Captain Ginyu Y2K Remix,Delighted
9156,0.237,0.40800000000000003,0.0587,The Little Things (feat. Joseph Rose),Delighted
14338,0.32599999999999996,0.21999999999999997,0.1939999999999999,Never Scared (feat. Trippie Redd),Delighted
19103,0.3690000000000001,0.262,0.0658,Cleanin' Out My Closet,Delighted
17641,0.29799999999999993,0.19400000000000006,0.301,Always On Time,Delighted
17539,0.05799999999999994,0.03400000000000003,0.0752,Work,Delighted
9371,0.21999999999999997,0.357,0.201,Whirlwind Thru Cities,Delighted
17262,0.365,0.33099999999999996,0.0624,All Night,Delighted
12511,0.393,0.43899999999999995,0.0066599999999999,The Anthem,Delighted
10243,0.14,0.129,0.00927,Back to the Streets,Delighted
9612,0.33799999999999997,0.2909999999999999,0.0133,Free Youngboy,Delighted
18427,0.17700000000000005,0.2929999999999999,0.0125,Don't Start Now,Delighted
5976,0.3440000000000001,0.37,0.3289999999999999,Mrs.,Delighted
14461,0.2440000000000001,0.29500000000000004,0.221,Walk,Delighted
21150,0.138,0.17099999999999993,0.000138,Backseat (feat. Sir Prise & 69 Boyz),Delighted
17078,0.2509999999999999,0.14900000000000002,0.59,Mutual Butterflies,Delighted
14077,0.14400000000000002,0.11399999999999999,0.00621,Jij & Ik Forever,Delighted
7698,0.358,0.46699999999999997,0.177,End of Days,Delighted
14182,0.17099999999999993,0.134,0.135,Baby Pluto,Delighted
19035,0.27,0.32099999999999995,0.223,What's The Difference,Delighted
5137,0.10499999999999998,0.16700000000000004,0.672,Lifestyle,Delighted
7377,0.31000000000000005,0.20400000000000007,0.131,Blood Runs Cold,Delighted
4758,0.45699999999999996,0.34099999999999997,0.00974,Redrum,Delighted
4155,0.2440000000000001,0.353,0.0863,Betta Watch Out,Delighted
18556,0.2909999999999999,0.29000000000000004,0.0024,Put It On Me,Delighted
20039,0.19499999999999995,0.33499999999999996,0.484,Sorcerers,Delighted
18607,0.45999999999999996,0.268,0.00733,Jenny from the Block - Track Masters Remix,Delighted
1979,0.2759999999999999,0.30700000000000005,0.105,Filet Mignon,Delighted
17329,0.30400000000000005,0.17599999999999993,0.324,COOLEST MONKEY IN THE JUNGLE,Delighted
6847,0.33799999999999997,0.275,0.0831,Chin Check,Delighted
13220,0.46099999999999997,0.43799999999999994,0.0201,Ruby Soho,Delighted
19110,0.275,0.378,0.351,"1Train (feat. Kendrick Lamar, Joey Bada$$, Yelawolf, Danny Brown, Action Bronson & Big K.R.I.T.)",Delighted
20635,0.345,0.3759999999999999,0.0426,2 Of Amerikaz Most Wanted,Delighted
5988,0.10799999999999998,0.15400000000000003,0.0552,REALLY (feat. Stunna 4 Vegas),Delighted
13152,0.243,0.248,0.00604,I Want To Hear You Sad,Delighted
13075,0.10799999999999998,0.14200000000000002,0.17,Black Sun,Delighted
19407,0.15900000000000003,0.15700000000000003,0.00293,Without Me,Delighted
4941,0.272,0.19200000000000006,0.00302,WET EM UP,Delighted
20874,0.262,0.33299999999999996,0.122,N 2 Gether Now,Delighted
7932,0.243,0.34299999999999997,0.22,Goldie,Delighted
8897,0.1409999999999999,0.23099999999999998,0.0011,Violation,Delighted
20657,0.29500000000000004,0.3640000000000001,0.104,Brujeria,Delighted
19188,0.372,0.43500000000000005,0.138,Good Cop Bad Cop,Delighted
20846,0.19400000000000006,0.28200000000000003,0.172,Replace Me (feat. Big Sean & Don Toliver),Delighted
19169,0.31499999999999995,0.3759999999999999,0.0017,Code Of The Streets,Delighted
11810,0.31400000000000006,0.42500000000000004,0.476,GENOCIDE,Delighted
16161,0.33999999999999997,0.393,0.0169,My Girl - Remix,Delighted
20684,0.29400000000000004,0.37,0.00432,RUN,Delighted
18083,0.17799999999999994,0.14800000000000002,0.159,London Bridge,Delighted
4625,0.32099999999999995,0.22599999999999998,0.362,Dirt,Delighted
19140,0.3440000000000001,0.3490000000000001,0.497,My Band,Delighted
6667,0.16700000000000004,0.21299999999999997,0.151,Chin Check,Delighted
5731,0.29700000000000004,0.238,0.457,Oouuh,Delighted
9539,0.05899999999999994,0.09399999999999997,0.172,Bravo Flexin',Delighted
10996,0.135,0.22599999999999998,0.342,Push,Delighted
17771,0.16599999999999993,0.18799999999999994,0.29,So Big,Delighted
21257,0.43799999999999994,0.40900000000000003,0.16,Bad Ass,Delighted
18626,0.3420000000000001,0.3740000000000001,0.0173,Gettin' Jiggy Wit It,Delighted
10564,0.19799999999999995,0.267,0.271,SMH FREESTYLE.,Delighted
19820,0.08799999999999997,0.08999999999999997,0.0127,Hum,Delighted
9087,0.18999999999999995,0.273,0.4589999999999999,WHO?,Delighted
13909,0.41500000000000004,0.367,0.0491,Beat It,Delighted
15776,0.25,0.17700000000000005,0.0151,Still Ballin (feat. Wiz Khalifa),Delighted
7572,0.14900000000000002,0.18799999999999994,0.0136,Rebel Without A Pause,Delighted
1074,0.398,0.25,0.772,Alone,Delighted
8517,0.04799999999999993,0.07899999999999996,0.0548,Leave Me Alone,Delighted
3225,0.262,0.21400000000000008,0.00724,Petrified Heart,Delighted
7204,0.05899999999999994,0.07799999999999996,0.0191,DIRTY VLONE JACKET,Delighted
20872,0.28900000000000003,0.43300000000000005,0.0277,Let's Do It,Delighted
17715,0.30299999999999994,0.24,0.515,Crank That (Soulja Boy),Delighted
18988,0.21700000000000008,0.20700000000000007,0.165,Graffiti on a High School Wall,Delighted
5575,0.2879999999999999,0.29500000000000004,0.156,No Problem (feat. Lil Wayne & 2 Chainz),Delighted
20943,0.21599999999999997,0.22599999999999998,0.0672,Aint Nobody Gafflin Me,Delighted
11107,0.236,0.2440000000000001,0.142,Psycho,Delighted
5344,0.050000000000000044,0.03299999999999992,0.0106,NOT CAPPIN,Delighted
18544,0.14800000000000002,0.15700000000000003,0.0321,Dirt Off Your Shoulder,Delighted
6526,0.2559999999999999,0.277,0.407,MURDER RATE,Delighted
17696,0.44799999999999995,0.2909999999999999,0.0893,Holidae In,Delighted
18051,0.254,0.29500000000000004,0.0417,Feel It Still,Delighted
6475,0.28500000000000003,0.30900000000000005,0.185,Pack,Delighted
5741,0.16900000000000004,0.17299999999999993,0.0641,Thiago Silva,Delighted
14370,0.129,0.14900000000000002,0.2319999999999999,Baby Birkin,Delighted
16319,0.29599999999999993,0.267,0.0219,Boyfriend #2,Delighted
7876,0.32799999999999996,0.3590000000000001,0.195,Baby I'm Bleeding,Delighted
18921,0.16099999999999992,0.15799999999999992,0.275,Hell on Earth (Front Lines),Delighted
16076,0.30200000000000005,0.389,0.158,Superhero,Delighted
619,0.22799999999999998,0.392,0.1639999999999999,Ricky Bobby Six Speed,Delighted
7506,0.21900000000000008,0.32299999999999995,0.0812,Temperature's Rising (feat. Crystal Johnson),Delighted
9354,0.2709999999999999,0.20200000000000007,0.138,Grove St. Party (feat. Kebo Gotti),Delighted
933,0.06299999999999994,0.07700000000000007,0.108,At Ya Nekk,Delighted
14119,0.31400000000000006,0.31000000000000005,0.501,Drowning (feat. Kodak Black),Delighted
17617,0.242,0.255,0.0873,Nu Flow,Delighted
17689,0.32799999999999996,0.248,0.373,Fill Me In,Delighted
5638,0.41600000000000004,0.30700000000000005,0.0028399999999999,Ashley (with DaBaby),Delighted
20644,0.259,0.16200000000000003,0.0375,The Real Slim Shady,Delighted
16840,0.139,0.23299999999999998,0.134,On Chill (feat. Jeremih),Delighted
20499,0.14700000000000002,0.15000000000000002,0.291,Hate The Other Side (with Marshmello & The Kid Laroi),Delighted
16411,0.1459999999999999,0.10399999999999998,0.447,Green Light 713,Delighted
16159,0.30099999999999993,0.21999999999999997,0.0693,Good For My Money,Delighted
7523,0.26,0.16099999999999992,0.0302,The Real Slim Shady,Delighted
9762,0.18999999999999995,0.23099999999999998,0.0741,Lookin' for da Chewin',Delighted
19190,0.05799999999999994,0.07799999999999996,0.02,"Git Up, Git Out (feat. Goodie Mob)",Delighted
12165,0.018000000000000016,0.17900000000000005,0.00422,Vape King,Excited
16637,0.052000000000000046,0.133,0.0605,All The Stars (with SZA),Excited
1995,0.017000000000000015,0.20299999999999996,0.605,Obedient,Excited
1462,0.06299999999999994,0.19299999999999995,0.215,Fight Club (Psychosis),Excited
17333,0.02300000000000002,0.267,0.00214,TATI,Excited
13092,0.06299999999999994,0.41700000000000004,0.00143,I'd Do Anything,Excited
3747,0.06999999999999995,0.30200000000000005,0.789,Judged,Excited
20567,0.16599999999999993,0.41000000000000003,0.256,The Best,Excited
21454,0.05799999999999994,0.379,0.0168,Hardest Man in Town,Excited
7286,0.07799999999999996,0.17000000000000004,0.1369999999999999,I Been That (feat. Emiway Bantai),Excited
6103,0.06899999999999995,0.31499999999999995,0.00806,VANESSA WITH AN F,Excited
6691,0.16400000000000003,0.32099999999999995,0.0369,The Philosophy Of Horror,Excited
8292,0.131,0.403,0.0443,Bandana (feat. Assassin),Excited
14566,0.02200000000000002,0.15799999999999992,0.0903,Name in the Sand,Excited
8684,0.124,0.31099999999999994,0.00903,Warzone Freestyle,Excited
4581,0.126,0.41400000000000003,0.012,Destiny,Excited
13901,0.17000000000000004,0.42700000000000005,0.00482,"""The Take Over, The Breaks Over""",Excited
20362,0.123,0.31700000000000006,0.0222,Save Your Tears,Excited
4216,0.03299999999999992,0.15599999999999992,0.00202,Keep Runnin',Excited
18747,0.017000000000000015,0.18700000000000006,0.381,Six Degrees,Excited
12315,0.20200000000000007,0.3740000000000001,0.0145,Crazy,Excited
15972,0.01200000000000001,0.2290000000000001,0.171,American Boy (feat. Kanye West),Excited
